legislator_id,legislativebody,party
3850,New Hampshire House,R
3851,New Hampshire House,D
3852,New Hampshire House,R
3853,New Hampshire House,D
3854,New Hampshire House,D
3855,New Hampshire House,D
3856,New Hampshire House,D
3857,New Hampshire House,R
3858,New Hampshire House,D
3859,New Hampshire House,D
3860,New Hampshire House,R
3861,New Hampshire House,D
3862,New Hampshire House,D
3863,New Hampshire House,R
3864,New Hampshire House,D
3865,New Hampshire House,D
3866,New Hampshire House,D
3867,New Hampshire House,R
3868,New Hampshire House,r
3869,New Hampshire House,D
3870,New Hampshire House,D
3871,New Hampshire House,D
3872,New Hampshire House,R
3873,New Hampshire House,R
3874,New Hampshire House,D
3875,New Hampshire House,D
3876,New Hampshire House,R
3877,New Hampshire House,R
3878,New Hampshire House,R
3879,New Hampshire House,D
3880,New Hampshire House,D
3881,New Hampshire House,D
3882,New Hampshire House,R
3883,New Hampshire House,D
3884,New Hampshire House,D
3885,New Hampshire House,D
3886,New Hampshire House,R
3887,New Hampshire House,R
3888,New Hampshire House,R
3889,New Hampshire House,D
3890,New Hampshire House,D
3891,New Hampshire House,R
3892,New Hampshire House,D
3893,New Hampshire House,D
3894,New Hampshire House,R
3895,New Hampshire House,R
3896,New Hampshire House,D
3897,New Hampshire House,R
3898,New Hampshire House,D
3899,New Hampshire House,R
3900,New Hampshire House,R
3901,New Hampshire House,R
3902,New Hampshire House,R
3903,New Hampshire House,D
3904,New Hampshire House,D
3905,New Hampshire House,D
3906,New Hampshire House,R
3907,New Hampshire House,R
3908,New Hampshire House,D
3909,New Hampshire House,D
3910,New Hampshire House,R
3911,New Hampshire House,R
3912,New Hampshire House,D
3913,New Hampshire House,D
3914,New Hampshire House,D
3915,New Hampshire House,R
3916,New Hampshire House,D
3917,New Hampshire House,R
3918,New Hampshire House,D
3919,New Hampshire House,D
3920,New Hampshire House,D
3921,New Hampshire House,R
3922,New Hampshire House,R
3923,New Hampshire House,R
3924,New Hampshire House,R
3925,New Hampshire House,R
3926,New Hampshire House,R
3927,New Hampshire House,R
3928,New Hampshire House,D
3929,New Hampshire House,R
3930,New Hampshire House,R
3931,New Hampshire House,D
3932,New Hampshire House,D
3933,New Hampshire House,D
3934,New Hampshire House,R
3935,New Hampshire House,R
3936,New Hampshire House,D
3937,New Hampshire House,D
3938,New Hampshire House,R
3939,New Hampshire House,D
3940,New Hampshire House,D
3941,New Hampshire House,D
3942,New Hampshire House,R
3943,New Hampshire House,D
3944,New Hampshire House,D
3945,New Hampshire House,R
3946,New Hampshire House,D
3947,New Hampshire House,R
3948,New Hampshire House,D
3949,New Hampshire House,D
3950,New Hampshire House,R
3951,New Hampshire House,D
3952,New Hampshire House,R
3953,New Hampshire House,R
3954,New Hampshire House,R
3955,New Hampshire House,D
3956,New Hampshire House,D
3957,New Hampshire House,R
3958,New Hampshire House,D
3959,New Hampshire House,R
3960,New Hampshire House,R
3961,New Hampshire House,D
3962,New Hampshire House,D
3963,New Hampshire House,R
3964,New Hampshire House,R
3965,New Hampshire House,D
3966,New Hampshire House,D
3967,New Hampshire House,D
3968,New Hampshire House,R
3969,New Hampshire House,D
3970,New Hampshire House,D
3971,New Hampshire House,R
3972,New Hampshire House,D
3973,New Hampshire House,R
3974,New Hampshire House,R
3975,New Hampshire House,D
3976,New Hampshire House,R
3977,New Hampshire House,d
3978,New Hampshire House,R
3979,New Hampshire House,D
3980,New Hampshire House,D
3981,New Hampshire House,R
3982,New Hampshire House,D
3983,New Hampshire House,D
3984,New Hampshire House,D
3985,New Hampshire House,R
3986,New Hampshire House,D
3987,New Hampshire House,R
3988,New Hampshire House,D
3989,New Hampshire House,D
3990,New Hampshire House,R
3991,New Hampshire House,D
3992,New Hampshire House,D
3993,New Hampshire House,R
3994,New Hampshire House,r
3995,New Hampshire House,R
3996,New Hampshire House,R
3997,New Hampshire House,D
3998,New Hampshire House,D
3999,New Hampshire House,R
4000,New Hampshire House,D
4001,New Hampshire House,R
4002,New Hampshire House,R
4003,New Hampshire House,D
4004,New Hampshire House,R
4005,New Hampshire House,D
4006,New Hampshire House,D
4007,New Hampshire House,D
4008,New Hampshire House,R
4009,New Hampshire House,D
4010,New Hampshire House,D
4011,New Hampshire House,D
4012,New Hampshire House,D
4013,New Hampshire House,D
4014,New Hampshire House,D
4015,New Hampshire House,D
4016,New Hampshire House,D
4017,New Hampshire House,R
4018,New Hampshire House,D
4019,New Hampshire House,D
4020,New Hampshire House,D
4021,New Hampshire House,D
4022,New Hampshire House,R
4023,New Hampshire House,r
4024,New Hampshire House,D
4025,New Hampshire House,D
4026,New Hampshire House,R
4027,New Hampshire House,R
4028,New Hampshire House,D
4029,New Hampshire House,R
4030,New Hampshire House,R
4031,New Hampshire House,D
4032,New Hampshire House,D
4033,New Hampshire House,R
4034,New Hampshire House,D
4035,New Hampshire House,R
4036,New Hampshire House,D
4037,New Hampshire House,R
4038,New Hampshire House,R
4039,New Hampshire House,D
4040,New Hampshire House,D
4041,New Hampshire House,R
4042,New Hampshire House,R
4043,New Hampshire House,R
4044,New Hampshire House,D
4045,New Hampshire House,D
4046,New Hampshire House,R
4047,New Hampshire House,D
4048,New Hampshire House,D
4049,New Hampshire House,D
4050,New Hampshire House,R
4051,New Hampshire House,D
4052,New Hampshire House,R
4053,New Hampshire House,R
4054,New Hampshire House,R
4055,New Hampshire House,D
4056,New Hampshire House,R
4057,New Hampshire House,R
4058,New Hampshire House,R
4059,New Hampshire House,R
4060,New Hampshire House,R
4061,New Hampshire House,D
4062,New Hampshire House,D
4063,New Hampshire House,D
4064,New Hampshire House,R
4065,New Hampshire House,R
4066,New Hampshire House,R
4067,New Hampshire House,D
4068,New Hampshire House,D
4069,New Hampshire House,D
4070,New Hampshire House,D
4071,New Hampshire House,D
4072,New Hampshire House,R
4073,New Hampshire House,R
4074,New Hampshire House,D
4075,New Hampshire House,R
4076,New Hampshire House,D
4077,New Hampshire House,D
4078,New Hampshire House,D
4079,New Hampshire House,R
4080,New Hampshire House,D
4081,New Hampshire House,D
4082,New Hampshire House,D
4083,New Hampshire House,D
4084,New Hampshire House,D
4085,New Hampshire House,D
4086,New Hampshire House,D
4087,New Hampshire House,d
4088,New Hampshire House,R
4089,New Hampshire House,D
4090,New Hampshire House,D
4091,New Hampshire House,d
4092,New Hampshire House,D
4093,New Hampshire House,R
4094,New Hampshire House,D
4095,New Hampshire House,D
4096,New Hampshire House,D
4097,New Hampshire House,D
4098,New Hampshire House,R
4099,New Hampshire House,D
4100,New Hampshire House,D
4101,New Hampshire House,d
4102,New Hampshire House,D
4103,New Hampshire House,D
4104,New Hampshire House,R
4105,New Hampshire House,R
4106,New Hampshire House,D
4107,New Hampshire House,D
4108,New Hampshire House,D
4109,New Hampshire House,R
4110,New Hampshire House,R
4111,New Hampshire House,D
4112,New Hampshire House,D
4113,New Hampshire House,D
4114,New Hampshire House,D
4115,New Hampshire House,D
4116,New Hampshire House,D
4117,New Hampshire House,R
4118,New Hampshire House,R
4119,New Hampshire House,d
4120,New Hampshire House,D
4121,New Hampshire House,D
4122,New Hampshire House,R
4123,New Hampshire House,R
4124,New Hampshire House,D
4125,New Hampshire House,D
4126,New Hampshire House,D
4127,New Hampshire House,D
4128,New Hampshire House,R
4129,New Hampshire House,D
4130,New Hampshire House,R
4131,New Hampshire House,D
4132,New Hampshire House,D
4133,New Hampshire House,R
4134,New Hampshire House,D
4135,New Hampshire House,D
4136,New Hampshire House,R
4137,New Hampshire House,D
4138,New Hampshire House,D
4139,New Hampshire House,D
4140,New Hampshire House,D
4141,New Hampshire House,R
4142,New Hampshire House,R
4143,New Hampshire House,R
4144,New Hampshire House,D
4145,New Hampshire House,D
4146,New Hampshire House,R
4147,New Hampshire House,D
4148,New Hampshire House,R
4149,New Hampshire House,d
4150,New Hampshire House,R
4151,New Hampshire House,d
4152,New Hampshire House,D
4153,New Hampshire House,R
4154,New Hampshire House,r
4155,New Hampshire House,D
4156,New Hampshire House,D
4157,New Hampshire House,D
4158,New Hampshire House,R
4159,New Hampshire House,D
4160,New Hampshire House,R
4161,New Hampshire House,D
4162,New Hampshire House,D
4163,New Hampshire House,R
4164,New Hampshire House,D
4165,New Hampshire House,D
4166,New Hampshire House,R
4167,New Hampshire House,D
4168,New Hampshire House,D
4169,New Hampshire House,D
4170,New Hampshire House,R
4171,New Hampshire House,R
4172,New Hampshire House,R
4173,New Hampshire Senate,R
4174,New Hampshire Senate,R
4175,New Hampshire Senate,R
4176,New Hampshire Senate,D
4177,New Hampshire Senate,D
4178,New Hampshire Senate,R
4179,New Hampshire Senate,R
4180,New Hampshire Senate,R
4181,New Hampshire Senate,D
4182,New Hampshire Senate,D
4183,New Hampshire Senate,D
4184,New Hampshire Senate,D
4185,New Hampshire Senate,D
4186,New Hampshire Senate,R
4187,New Hampshire Senate,D
4188,New Hampshire Senate,D
4189,New Hampshire Senate,R
4190,New Hampshire Senate,D
4191,New Hampshire Senate,R
4192,New Hampshire Senate,D
4193,New Hampshire Senate,D
4194,New Hampshire Senate,R
4195,New Hampshire Senate,D
4196,New Hampshire Senate,D
4197,New Jersey General Assembly,D
4198,New Jersey General Assembly,R
4199,New Jersey General Assembly,D
4200,New Jersey General Assembly,R
4201,New Jersey General Assembly,R
4202,New Jersey General Assembly,D
4203,New Jersey General Assembly,D
4204,New Jersey General Assembly,D
4205,New Jersey General Assembly,D
4206,New Jersey General Assembly,R
4207,New Jersey General Assembly,D
4208,New Jersey General Assembly,D
4209,New Jersey General Assembly,R
4210,New Jersey General Assembly,D
4211,New Jersey General Assembly,D
4212,New Jersey General Assembly,R
4213,New Jersey General Assembly,D
4214,New Jersey General Assembly,D
4215,New Jersey General Assembly,R
4216,New Jersey General Assembly,R
4217,New Jersey General Assembly,R
4218,New Jersey General Assembly,R
4219,New Jersey General Assembly,D
4220,New Jersey General Assembly,D
4221,New Jersey General Assembly,D
4222,New Jersey General Assembly,D
4223,New Jersey General Assembly,R
4224,New Jersey General Assembly,D
4225,New Jersey General Assembly,D
4226,New Jersey General Assembly,D
4227,New Jersey General Assembly,D
4228,New Jersey General Assembly,D
4229,New Jersey General Assembly,D
4230,New Jersey General Assembly,D
4231,New Jersey General Assembly,D
4232,New Jersey General Assembly,R
4233,New Jersey General Assembly,D
4234,New Jersey General Assembly,R
4235,New Jersey General Assembly,D
4236,New Jersey General Assembly,D
4237,New Jersey General Assembly,D
4238,New Jersey General Assembly,R
4239,New Jersey General Assembly,R
4240,New Jersey General Assembly,D
4241,New Jersey General Assembly,D
4242,New Jersey General Assembly,D
4243,New Jersey General Assembly,D
4244,New Jersey General Assembly,D
4245,New Jersey General Assembly,D
4246,New Jersey General Assembly,D
4247,New Jersey General Assembly,R
4248,New Jersey General Assembly,D
4249,New Jersey General Assembly,R
4250,New Jersey General Assembly,R
4251,New Jersey General Assembly,D
4252,New Jersey General Assembly,D
4253,New Jersey General Assembly,D
4254,New Jersey General Assembly,D
4255,New Jersey General Assembly,R
4256,New Jersey General Assembly,R
4257,New Jersey General Assembly,D
4258,New Jersey General Assembly,R
4259,New Jersey General Assembly,R
4260,New Jersey General Assembly,R
4261,New Jersey General Assembly,R
4262,New Jersey General Assembly,D
4263,New Jersey General Assembly,D
4264,New Jersey General Assembly,R
4265,New Jersey General Assembly,D
4266,New Jersey General Assembly,D
4267,New Jersey General Assembly,D
4268,New Jersey General Assembly,R
4269,New Jersey General Assembly,D
4270,New Jersey General Assembly,D
4271,New Jersey General Assembly,D
4272,New Jersey General Assembly,D
4273,New Jersey General Assembly,R
4274,New Jersey General Assembly,D
4275,New Jersey General Assembly,R
4276,New Jersey General Assembly,D
4277,New Jersey Senate,D
4278,New Jersey Senate,R
4279,New Jersey Senate,D
4280,New Jersey Senate,R
4281,New Jersey Senate,R
4282,New Jersey Senate,R
4283,New Jersey Senate,D
4284,New Jersey Senate,R
4285,New Jersey Senate,R
4286,New Jersey Senate,D
4287,New Jersey Senate,D
4288,New Jersey Senate,D
4289,New Jersey Senate,D
4290,New Jersey Senate,R
4291,New Jersey Senate,D
4292,New Jersey Senate,D
4293,New Jersey Senate,D
4294,New Jersey Senate,R
4295,New Jersey Senate,R
4296,New Jersey Senate,D
4297,New Jersey Senate,D
4298,New Jersey Senate,R
4299,New Jersey Senate,R
4300,New Jersey Senate,R
4301,New Jersey Senate,D
4302,New Jersey Senate,D
4303,New Jersey Senate,D
4304,New Jersey Senate,D
4305,New Jersey Senate,D
4306,New Jersey Senate,D
4307,New Jersey Senate,R
4308,New Jersey Senate,D
4309,New Jersey Senate,D
4310,New Jersey Senate,D
4311,New Jersey Senate,D
4312,New Jersey Senate,R
4313,New Jersey Senate,R
4314,New Jersey Senate,D
4315,New Jersey Senate,D
4316,New Jersey Senate,D
4317,New Mexico House,R
4318,New Mexico House,R
4319,New Mexico House,R
4320,New Mexico House,D
4321,New Mexico House,D
4322,New Mexico House,D
4323,New Mexico House,R
4324,New Mexico House,R
4325,New Mexico House,D
4326,New Mexico House,D
4327,New Mexico House,D
4328,New Mexico House,D
4329,New Mexico House,D
4330,New Mexico House,D
4331,New Mexico House,D
4332,New Mexico House,D
4333,New Mexico House,D
4334,New Mexico House,D
4335,New Mexico House,D
4336,New Mexico House,D
4337,New Mexico House,D
4338,New Mexico House,R
4339,New Mexico House,D
4340,New Mexico House,D
4341,New Mexico House,D
4342,New Mexico House,D
4343,New Mexico House,D
4344,New Mexico House,D
4345,New Mexico House,D
4346,New Mexico House,D
4347,New Mexico House,R
4348,New Mexico House,D
4349,New Mexico House,D
4350,New Mexico House,D
4351,New Mexico House,D
4352,New Mexico House,D
4353,New Mexico House,D
4354,New Mexico House,R
4355,New Mexico House,D
4356,New Mexico House,D
4357,New Mexico House,D
4358,New Mexico House,D
4359,New Mexico House,D
4360,New Mexico House,R
4361,New Mexico House,D
4362,New Mexico House,D
4363,New Mexico House,D
4364,New Mexico House,R
4365,New Mexico House,D
4366,New Mexico House,R
4367,New Mexico House,D
4368,New Mexico House,D
4369,New Mexico House,R
4370,New Mexico House,R
4371,New Mexico House,R
4372,New Mexico House,R
4373,New Mexico House,R
4374,New Mexico House,R
4375,New Mexico House,R
4376,New Mexico House,R
4377,New Mexico House,R
4378,New Mexico House,R
4379,New Mexico House,R
4380,New Mexico House,D
4381,New Mexico House,R
4382,New Mexico House,R
4383,New Mexico House,D
4384,New Mexico House,D
4385,New Mexico House,D
4386,New Mexico Senate,R
4387,New Mexico Senate,R
4388,New Mexico Senate,R
4389,New Mexico Senate,D
4390,New Mexico Senate,D
4391,New Mexico Senate,D
4392,New Mexico Senate,R
4393,New Mexico Senate,D
4394,New Mexico Senate,R
4395,New Mexico Senate,R
4396,New Mexico Senate,R
4397,New Mexico Senate,D
4398,New Mexico Senate,R
4399,New Mexico Senate,D
4400,New Mexico Senate,D
4401,New Mexico Senate,R
4402,New Mexico Senate,D
4403,New Mexico Senate,R
4404,New Mexico Senate,D
4405,New Mexico Senate,D
4406,New Mexico Senate,D
4407,New Mexico Senate,D
4408,New Mexico Senate,R
4409,New Mexico Senate,D
4410,New Mexico Senate,R
4411,New Mexico Senate,D
4412,New Mexico Senate,D
4413,New Mexico Senate,R
4414,New Mexico Senate,D
4415,New Mexico Senate,D
4416,New Mexico Senate,D
4417,New Mexico Senate,R
4418,New Mexico Senate,D
4419,New Mexico Senate,D
4420,New Mexico Senate,D
4421,New Mexico Senate,D
4422,New Mexico Senate,D
4423,New Mexico Senate,D
4424,New Mexico Senate,D
4425,New Mexico Senate,R
4426,New Mexico Senate,D
4427,New Mexico Senate,R
4428,New York Senate,R
4429,New York Senate,D
4430,New York Senate,R
4431,New York Senate,D
4432,New York Senate,D
4433,New York Senate,D
4434,New York Senate,D
4435,New York Senate,D
4436,New York Senate,D
4437,New York Senate,D
4438,New York Senate,D
4439,New York Senate,D
4440,New York Senate,D
4441,New York Senate,D
4442,New York Senate,D
4443,New York Senate,D
4444,New York Senate,D
4445,New York Senate,D
4446,New York Senate,D
4447,New York Senate,D
4448,New York Senate,D
4449,New York Senate,D
4450,New York Senate,R
4451,New York Senate,D
4452,New York Senate,D
4453,New York Senate,D
4454,New York Senate,D
4455,New York Senate,D
4456,New York Senate,D
4457,New York Senate,D
4458,New York Senate,D
4459,New York Senate,D
4460,New York Senate,D
4461,New York Senate,D
4462,New York Senate,D
4463,New York Senate,D
4464,New York Senate,D
4465,New York Senate,D
4466,New York Senate,D
4467,New York Senate,R
4468,New York Senate,D
4469,New York Senate,R
4470,New York Senate,D
4471,New York Senate,R
4472,New York Senate,R
4473,New York Senate,R
4474,New York Senate,R
4475,New York Senate,R
4476,New York Senate,R
4477,New York Senate,R
4478,New York Senate,D
4479,New York Senate,R
4480,New York Senate,R
4481,New York Senate,R
4482,New York Senate,R
4483,New York Senate,R
4484,New York Senate,R
4485,New York Senate,R
4486,New York Senate,R
4487,New York Senate,R
4488,New York Senate,D
4489,New York State Assembly,Ind.
4490,New York State Assembly,R
4491,New York State Assembly,R
4492,New York State Assembly,D
4493,New York State Assembly,R
4494,New York State Assembly,D
4495,New York State Assembly,R
4496,New York State Assembly,R
4497,New York State Assembly,R
4498,New York State Assembly,D
4499,New York State Assembly,D
4500,New York State Assembly,D
4501,New York State Assembly,R
4502,New York State Assembly,R
4503,New York State Assembly,D
4504,New York State Assembly,R
4505,New York State Assembly,D
4506,New York State Assembly,R
4507,New York State Assembly,R
4508,New York State Assembly,D
4509,New York State Assembly,D
4510,New York State Assembly,D
4511,New York State Assembly,D
4512,New York State Assembly,D
4513,New York State Assembly,D
4514,New York State Assembly,D
4515,New York State Assembly,D
4516,New York State Assembly,D
4517,New York State Assembly,D
4518,New York State Assembly,D
4519,New York State Assembly,D
4520,New York State Assembly,D
4521,New York State Assembly,D
4522,New York State Assembly,D
4523,New York State Assembly,D
4524,New York State Assembly,D
4525,New York State Assembly,D
4526,New York State Assembly,D
4527,New York State Assembly,D
4528,New York State Assembly,D
4529,New York State Assembly,D
4530,New York State Assembly,D
4531,New York State Assembly,D
4532,New York State Assembly,D
4533,New York State Assembly,D
4534,New York State Assembly,D
4535,New York State Assembly,D
4536,New York State Assembly,D
4537,New York State Assembly,D
4538,New York State Assembly,D
4539,New York State Assembly,D
4540,New York State Assembly,D
4541,New York State Assembly,D
4542,New York State Assembly,D
4543,New York State Assembly,D
4544,New York State Assembly,D
4545,New York State Assembly,D
4546,New York State Assembly,D
4547,New York State Assembly,D
4548,New York State Assembly,R
4549,New York State Assembly,D
4550,New York State Assembly,R
4551,New York State Assembly,D
4552,New York State Assembly,D
4553,New York State Assembly,D
4554,New York State Assembly,D
4555,New York State Assembly,D
4556,New York State Assembly,D
4557,New York State Assembly,D
4558,New York State Assembly,D
4559,New York State Assembly,D
4560,New York State Assembly,D
4561,New York State Assembly,D
4562,New York State Assembly,D
4563,New York State Assembly,D
4564,New York State Assembly,D
4565,New York State Assembly,D
4566,New York State Assembly,D
4567,New York State Assembly,D
4568,New York State Assembly,D
4569,New York State Assembly,D
4570,New York State Assembly,D
4571,New York State Assembly,D
4572,New York State Assembly,D
4573,New York State Assembly,D
4574,New York State Assembly,D
4575,New York State Assembly,D
4576,New York State Assembly,D
4577,New York State Assembly,D
4578,New York State Assembly,D
4579,New York State Assembly,D
4580,New York State Assembly,R
4581,New York State Assembly,D
4582,New York State Assembly,D
4583,New York State Assembly,D
4584,New York State Assembly,R
4585,New York State Assembly,R
4586,New York State Assembly,D
4587,New York State Assembly,R
4588,New York State Assembly,R
4589,New York State Assembly,D
4590,New York State Assembly,D
4591,New York State Assembly,R
4592,New York State Assembly,D
4593,New York State Assembly,R
4594,New York State Assembly,D
4595,New York State Assembly,D
4596,New York State Assembly,D
4597,New York State Assembly,D
4598,New York State Assembly,R
4599,New York State Assembly,D
4600,New York State Assembly,R
4601,New York State Assembly,D
4602,New York State Assembly,R
4603,New York State Assembly,R
4604,New York State Assembly,R
4605,New York State Assembly,D
4606,New York State Assembly,R
4607,New York State Assembly,R
4608,New York State Assembly,R
4609,New York State Assembly,D
4610,New York State Assembly,R
4611,New York State Assembly,D
4612,New York State Assembly,R
4613,New York State Assembly,D
4614,New York State Assembly,D
4615,New York State Assembly,D
4616,New York State Assembly,R
4617,New York State Assembly,R
4618,New York State Assembly,R
4619,New York State Assembly,R
4620,New York State Assembly,R
4621,New York State Assembly,R
4622,New York State Assembly,D
4623,New York State Assembly,R
4624,New York State Assembly,D
4625,New York State Assembly,D
4626,New York State Assembly,D
4627,New York State Assembly,D
4628,New York State Assembly,R
4629,New York State Assembly,R
4630,New York State Assembly,D
4631,New York State Assembly,R
4632,New York State Assembly,R
4633,New York State Assembly,D
4634,New York State Assembly,R
4635,North Carolina House,R
4636,North Carolina House,D
4637,North Carolina House,D
4638,North Carolina House,D
4639,North Carolina House,D
4640,North Carolina House,R
4641,North Carolina House,D
4642,North Carolina House,R
4643,North Carolina House,D
4644,North Carolina House,R
4645,North Carolina House,D
4646,North Carolina House,D
4647,North Carolina House,D
4648,North Carolina House,R
4649,North Carolina House,R
4650,North Carolina House,R
4651,North Carolina House,D
4652,North Carolina House,R
4653,North Carolina House,D
4654,North Carolina House,R
4655,North Carolina House,R
4656,North Carolina House,D
4657,North Carolina House,D
4658,North Carolina House,R
4659,North Carolina House,D
4660,North Carolina House,D
4661,North Carolina House,R
4662,North Carolina House,R
4663,North Carolina House,R
4664,North Carolina House,D
4665,North Carolina House,D
4666,North Carolina House,R
4667,North Carolina House,R
4668,North Carolina House,R
4669,North Carolina House,R
4670,North Carolina House,D
4671,North Carolina House,R
4672,North Carolina House,D
4673,North Carolina House,D
4674,North Carolina House,D
4675,North Carolina House,R
4676,North Carolina House,D
4677,North Carolina House,D
4678,North Carolina House,D
4679,North Carolina House,R
4680,North Carolina House,D
4681,North Carolina House,R
4682,North Carolina House,R
4683,North Carolina House,R
4684,North Carolina House,R
4685,North Carolina House,R
4686,North Carolina House,D
4687,North Carolina House,D
4688,North Carolina House,R
4689,North Carolina House,D
4690,North Carolina House,D
4691,North Carolina House,R
4692,North Carolina House,R
4693,North Carolina House,R
4694,North Carolina House,D
4695,North Carolina House,D
4696,North Carolina House,R
4697,North Carolina House,R
4698,North Carolina House,D
4699,North Carolina House,D
4700,North Carolina House,R
4701,North Carolina House,D
4702,North Carolina House,R
4703,North Carolina House,R
4704,North Carolina House,R
4705,North Carolina House,R
4706,North Carolina House,R
4707,North Carolina House,R
4708,North Carolina House,D
4709,North Carolina House,D
4710,North Carolina House,D
4711,North Carolina House,D
4712,North Carolina House,D
4713,North Carolina House,R
4714,North Carolina House,R
4715,North Carolina House,R
4716,North Carolina House,R
4717,North Carolina House,D
4718,North Carolina House,D
4719,North Carolina House,R
4720,North Carolina House,D
4721,North Carolina House,D
4722,North Carolina House,R
4723,North Carolina House,R
4724,North Carolina House,R
4725,North Carolina House,D
4726,North Carolina House,D
4727,North Carolina House,D
4728,North Carolina House,D
4729,North Carolina House,R
4730,North Carolina House,R
4731,North Carolina House,R
4732,North Carolina House,D
4733,North Carolina House,R
4734,North Carolina House,R
4735,North Carolina House,R
4736,North Carolina House,R
4737,North Carolina House,R
4738,North Carolina House,R
4739,North Carolina House,D
4740,North Carolina House,D
4741,North Carolina House,R
4742,North Carolina House,R
4743,North Carolina House,R
4744,North Carolina House,R
4745,North Carolina House,D
4746,North Carolina House,R
4747,North Carolina House,D
4748,North Carolina House,D
4749,North Carolina House,R
4750,North Carolina House,R
4751,North Carolina House,D
4752,North Carolina House,D
4753,North Carolina House,R
4754,North Carolina House,R
4755,North Carolina Senate,R
4756,North Carolina Senate,R
4757,North Carolina Senate,R
4758,North Carolina Senate,R
4759,North Carolina Senate,D
4760,North Carolina Senate,R
4761,North Carolina Senate,R
4762,North Carolina Senate,R
4763,North Carolina Senate,R
4764,North Carolina Senate,D
4765,North Carolina Senate,D
4766,North Carolina Senate,R
4767,North Carolina Senate,D
4768,North Carolina Senate,R
4769,North Carolina Senate,D
4770,North Carolina Senate,R
4771,North Carolina Senate,D
4772,North Carolina Senate,R
4773,North Carolina Senate,D
4774,North Carolina Senate,R
4775,North Carolina Senate,D
4776,North Carolina Senate,R
4777,North Carolina Senate,R
4778,North Carolina Senate,R
4779,North Carolina Senate,R
4780,North Carolina Senate,D
4781,North Carolina Senate,R
4782,North Carolina Senate,R
4783,North Carolina Senate,R
4784,North Carolina Senate,D
4785,North Carolina Senate,D
4786,North Carolina Senate,R
4787,North Carolina Senate,D
4788,North Carolina Senate,D
4789,North Carolina Senate,R
4790,North Carolina Senate,D
4791,North Carolina Senate,R
4792,North Carolina Senate,D
4793,North Carolina Senate,R
4794,North Carolina Senate,D
4795,North Carolina Senate,R
4796,North Carolina Senate,R
4797,North Carolina Senate,D
4798,North Carolina Senate,D
4799,North Carolina Senate,R
4800,North Carolina Senate,D
4801,North Carolina Senate,D
4802,North Carolina Senate,R
4803,North Carolina Senate,D
4804,North Carolina Senate,R
4805,North Dakota House,R
4806,North Dakota House,R
4807,North Dakota House,R
4808,North Dakota House,R
4809,North Dakota House,R
4810,North Dakota House,R
4811,North Dakota House,R
4812,North Dakota House,R
4813,North Dakota House,R
4814,North Dakota House,R
4815,North Dakota House,R
4816,North Dakota House,R
4817,North Dakota House,R
4818,North Dakota House,R
4819,North Dakota House,R
4820,North Dakota House,R
4821,North Dakota House,D
4822,North Dakota House,D
4823,North Dakota House,R
4824,North Dakota House,R
4825,North Dakota House,D
4826,North Dakota House,D
4827,North Dakota House,R
4828,North Dakota House,R
4829,North Dakota House,R
4830,North Dakota House,R
4831,North Dakota House,R
4832,North Dakota House,R
4833,North Dakota House,R
4834,North Dakota House,R
4835,North Dakota House,R
4836,North Dakota House,R
4837,North Dakota House,R
4838,North Dakota House,R
4839,North Dakota House,D
4840,North Dakota House,R
4841,North Dakota House,R
4842,North Dakota House,R
4843,North Dakota House,D
4844,North Dakota House,R
4845,North Dakota House,D
4846,North Dakota House,D
4847,North Dakota House,R
4848,North Dakota House,R
4849,North Dakota House,R
4850,North Dakota House,R
4851,North Dakota House,R
4852,North Dakota House,R
4853,North Dakota House,D
4854,North Dakota House,R
4855,North Dakota House,R
4856,North Dakota House,R
4857,North Dakota House,R
4858,North Dakota House,D
4859,North Dakota House,R
4860,North Dakota House,R
4861,North Dakota House,R
4862,North Dakota House,R
4863,North Dakota House,R
4864,North Dakota House,R
4865,North Dakota House,R
4866,North Dakota House,R
4867,North Dakota House,R
4868,North Dakota House,R
4869,North Dakota House,R
4870,North Dakota House,R
4871,North Dakota House,R
4872,North Dakota House,R
4873,North Dakota House,R
4874,North Dakota House,R
4875,North Dakota House,R
4876,North Dakota House,R
4877,North Dakota House,R
4878,North Dakota House,R
4879,North Dakota House,R
4880,North Dakota House,R
4881,North Dakota House,R
4882,North Dakota House,R
4883,North Dakota House,R
4884,North Dakota House,R
4885,North Dakota House,D
4886,North Dakota House,R
4887,North Dakota House,R
4888,North Dakota House,R
4889,North Dakota House,D
4890,North Dakota House,D
4891,North Dakota House,D
4892,North Dakota House,D
4893,North Dakota House,R
4894,North Dakota House,R
4895,North Dakota House,R
4896,North Dakota House,R
4897,North Dakota House,R
4898,North Dakota House,R
4899,North Dakota Senate,R
4900,North Dakota Senate,R
4901,North Dakota Senate,R
4902,North Dakota Senate,R
4903,North Dakota Senate,R
4904,North Dakota Senate,R
4905,North Dakota Senate,R
4906,North Dakota Senate,R
4907,North Dakota Senate,D
4908,North Dakota Senate,R
4909,North Dakota Senate,D
4910,North Dakota Senate,D
4911,North Dakota Senate,R
4912,North Dakota Senate,R
4913,North Dakota Senate,R
4914,North Dakota Senate,R
4915,North Dakota Senate,R
4916,North Dakota Senate,R
4917,North Dakota Senate,R
4918,North Dakota Senate,R
4919,North Dakota Senate,D
4920,North Dakota Senate,R
4921,North Dakota Senate,D
